W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
軌範,standard,下降,descent,起床,rising,堅,strength,心理,state of mind,理想,ideal
垢,dirt,概論,introduction,溶岩,lava,熱,heat,いずれ,"where, which, who, at any rate",構想,conception
体力,physical strength,蓋,"cover, lid",講師,lecturer,厳しい,severe,咳,cough,発言,utterance
いい加減,half-baked,街角,street corner,行列,line,ちゃん,suffix for familiar person,成功,success,発酵,fermentation
政権,political administration,くるむ,to wrap up,へそ,navel,立てる,to stand up,器用,"skilful, clever",原発,nuclear power plant
気まぐれ,whim,平凡,common,溶く,to dissolve (paint),規則,rules,害,injury,発案,idea
成年,adult age,きっかけ,chance,溶かす,to melt,ちっとも,not at all,当てる,"to hit, to expose",高級,high grade
概略,outline,基準,standard,ニコニコ,with a friendly grin,治る,to be cured,当たる,to be hit,等級,grade
熱量,calorific value,性別,distinction by sex,溶け込む,to melt into,濡れる,to get wet,体温,temperature,集団,group
そっぽ,the other way,ビルディング,building,溶ける,to melt,治す,to cure,体育,physical education,密集,crowd
体裁,appearance,姪,niece,さじ,spoon,泥棒,thief,よると,according to,選ぶ,select
隠居,retirement,スピーカー,speaker,いったん,once,教会,church,迷子,lost child,選別,selection
体験,personal experience,体操,gymnastics,おとなしい,obedient,そんな,such,向く,to face,水道,waterway
来る,next,めいめい,each,大小,sizes,心,"mind, heart",平等,equality,片道,one way
傷つく,to be wounded,体制,order,オーバコート,overcoat,それに,besides,金曜,friday,名作,masterpiece
汚れる,get dirty,体積,capacity,塵芥,rubbish,それほど,to that degree,専攻,major subject,遠方,far away
喜劇,comedy,器具,utensil,便箋,writing paper,それで,and,トランプ,playing cards,着席,seating
外来,foreign,鳴らす,to ring,材木,lumber,オートバイ,motorcycle,性格,character,見地,view
器,container,性質,nature,憧れる,to long for,代わり,substitute,だめ,no good,路地,alley
平方,square,飢饉,famine,いきなり,abruptly,遠慮,reserve,参考,reference,場内,place
起源,origin,平日,weekday,長引く,to be prolonged,寝坊,sleeping in late,明確,clear,決意,determination
兆し,signs,当たり前,natural,便所,toilet,やっと,at last,釣り,fishing,真意,true intention
向上,elevation,相違,difference,ポスター,poster,柔道,judo,愛情,love,専用,dedicated
成り立つ,to consist of,フリー,free,にわか,sudden,打つ,to hit,解く,to untie,着用,wearing
レッスン,lesson,尖る,to taper to a point,写る,to be photographed,十分,plenty,企業,enterprise,書物,books
山岳,mountains,迷信,superstition,乗車,"taking a train, bus, etc.",漬ける,to soak,明らか,obvious,正当,legitimate
なるたけ,as much as possible,体系,system,略す,to abbreviate,新聞社,newspaper company,紐,string,売却,sale
成果,fruits,当てはまる,to apply (a rule),在学,in school,森,forest,有利,advantageous,小売,retail
器官,organ,外部,the outside,佚,being comfortable,謝る,to apologize,巣,nest,転覆,overturn
レディー,lady,よこす,to send,実力,(real) ability,旅館,ryokan,勢い,force,回転,turnover
当て,aim,売り切れる,to be sold out,是非とも,by all means,あんな,such,郵便,mail service,転換,conversion
効き目,effect,売り切れ,sold-out,ラッシュアワー,rush hour,地震,earthquake,参加,participation,転売,resale
婉曲,euphemistic,性能,ability,規律,order,具合,condition,命令,order,図案,design
ふさわしい,appropriate,低下,fall,実例,example,下着,underwear,次第,dependent upon,合図,drawing
トランジスタ,electrical transistor,湯気,steam,返る,to return,すり,pickpocket,検査,inspection,図面,drawing
相応,suitability,姓,surname,ようやく,finally,産業,industry,金融,financing,積極的,positive
しなやか,flexible,楕円,ellipse,思いがけない,unexpected,正しい,right,要点,gist,精神的,mental
参上,calling on,危うい,dangerous,かじる,to chew,首,neck,梅,japanese apricot,典型的,typical
コントロール,control,争う,to compete,満員,full house,寄る,to approach,準備,preparation,部分的,partial
参照,reference,治める,to govern,記号,symbol,草,grass,要素,component,技術的,technical
当たり,hit,レジャー,leisure,両側,both sides,工業,industry,大部分,most part,専門的,professional
体格,physique,宣伝,publicity,裁縫,sewing,毛,hair,雇う,to employ,流動的,fluid
下火,burning low,よそ,another place; ...,匂う,to be fragrant,泊まる,to stay at,要求,demand,総合的,comprehensive
コントラスト,contrast,灯油,lamp oil,一斉,simultaneous,とうとう,finally,建築,construction,長期的,long term
向き,direction,灯台,lighthouse,なんとなく,somehow or other,米,rice,配達,delivery,内向的,introverted
明朗,cheerful,純情,pure heart,原理,principle,星,star,筆,writing brush,科学的,scientific
売り出す,to put on the market,純粋,pure,心得る,to know,高等学校,senior high school,ゆっくり,slowly,寸断,discontinuous
明瞭,clarity,専制,despotism,原料,raw materials,割合,rate,場面,scene,図式,diagram
勢力,influence,釣り合う,to balance,熱する,to heat,苦い,bitter,憲法,constitution,現状,current situation
専修,specialization,吊る,to hang,汚す,to pollute,答え,answer,常に,always,状況,situation
駄作,poor piece of work,お待たせしました,thank you for waiting,ならう,to imitate,沸く,to grow hot,大半,majority,形態,form
検事,public prosecutor,明け方,dawn,ねじ,screw,コンピュータ,computer,占める,to occupy,放火,arson
降伏,capitulation,悠々,quiet,並木,roadside tree,別れる,to be divided,解ける,to be solved,作戦,operation
陰気,gloomy,フライパン,fry pan,人命,(human) life,絹,silk,下り,down-train,操作,operation
治安,public order,述べる,to state,つける,to turn on,壊れる,to be broken,解決,settlement,製作,production
吟味,close examination,盗難,theft,無地,plains,下宿,boarding,金属,metal,検閲,censorship
治まる,to be at peace,記述,description,功績,achievements,店員,shop assistant,金銭,money,過度,excessive
潤う,to be moist,宣言,declaration,俳句,haiku,壊す,to break,くださる,to give,過去,past
よほど,very,要領,point,杉,japanese cedar,展覧会,exhibition,要するに,in a word,側壁,sidewalls
もっぱら,wholly,宣伝,publicity,澄む,to clear,エスカレーター,escalator,場,place,著者,author
よって,therefore,コンセント,electrical outlet,追い越す,to pass,高校,senior high school,製品,manufactured goods,奇異,oddity
梅干し,umeboshi,印象,impression,小数,fraction,高校生,senior high school student,会計,account,建設,construction
体,appearance,印刷,printing,紅葉,autumn colours,研究,study,愛する,to love,増設,expansion
危ぶむ,to fear,印象的,impressive,文房具,stationery,研究室,laboratory,城,castle,廃絶,abolition
危害,injury,早口,fast-talking,文脈,context,おかしい,funny,時刻,instant,断熱,insulation
危機,crisis,印鑑,stamp,なるほど,i see,畳,tatami mat,用心,care,確率,probability
治療,medical treatment,無印,unlabeled,男性,man,特に,particularly,基づく,to be grounded on,確保,secure
磁気,magnetism,印,"mark, sign",決まる,to be decided,社長,company president,貢献,contribution,完備,complete
磁器,porcelain,目印,"mark, landmark",気持ち,feeling,特急,limited express,建設,construction,明白,clear
盾,shield,ひらがな,hiragana,喜ぶ,to be delighted,坂,slope,できれば,if possible,明確,clear
釣鐘,temple bell,下る,to descend,鳴る,to sound,看護師,nurse,会員,member,明言,explicit
平常,normal,第一印象,first impression,ビル,multi-floor building,一杯,amount necessary to fill a container,操作,operation,製品,product
養護,nursing,対象,target,汚れる,to get dirty,おっしゃる,to say,瞬間,moment,林道,forest road
姓名,full name,現象,phenomenon,聞こえる,to be heard,社会,society,大統領,president,伝道,pathway
征服,conquest,要旨,point,なるべく,as much as possible,西洋,the west,用いる,to use,鉄道,railroad
世,world,平気,composure,危険,danger,ケーキ,cake,膝,knee,赤道,equatorial
盗み,stealing,有り触れる,to be common,湯,hot water,留守,absence,大戦,great war,勤労,labor
企画,planning,穏やか,calm,医学,medical science,驚く,to be surprised,行動,action,結構,good
コンタクト,contact,循環,circulation,釣る,to fish,調べる,to examine,冗談,jest,結成,unity
準じる,to follow,懐かし,missed,レジ,(cash) register,興味,interest,時期,time,保証,guarantee
準ずる,to apply correspondingly,相応しい,appropriate,会話,conversation,道具,tool,製造,manufacture,要求,demand
倍率,magnification,占う,to tell someone's fortune,降り出す,to begin to rain,捨てる,to throw away,会合,meeting,主要,major
準急,semi-express train,ほどく,to unfasten,下がる,to come down,鏡,mirror,財産,property,異論,objections
はるか,far,早速,at once,下げる,to hang,知らせる,to notify,必ずしも,not always,異様,variations
宣言,declaration,気味,"-like, -looking, tend to",まいる,to go,政治,politics,嫌う,to hate,端末,terminal
こぐ,to row,家賃,rent,踊り,dance,ピアノ,piano,料理,cooking,常務,executive director
まくる,to turn up,くだらない,good-for-nothing,柔らかい,soft,レポート,report,資料,resources,経由,via
争い,dispute,次ぐ,to rank next to,盗む,to steal,味噌,miso,資格,qualifications,外部,external
憂鬱,depression,運賃,fare,時代,period,おかげ,thanks to,格差,disparity,部隊,unit
要請,appeal,賃貸,lease,痩せる,to become thin,港,harbour,誤差,error,部数,number of units
会談,conversation,鉱物,mineral,葉,leaf,なくなる,to be lost,誤解,misunderstanding,増税,tax increase
降水,rainfall,貨物,cargo,だいぶ,considerably,夢,dream,解決,resolution,激増,drastic increase
要望,demand for,東洋,orient,倍,twice,お見舞い,calling on someone who is ill,決意,determination,監視,monitoring
明くる,next,怠い,sluggish,建てる,to build,眠る,to sleep,用意,preparation,減量,reduction
蕾,(flower) bud,見っともない,shameful,会議室,conference room,眠い,sleepy,適用,apply,減額,reduction
明かす,to pass,筆者,writer,会議,meeting,運ぶ,to carry,適応,adaptation,展望,vision
占領,occupying,厄介,nuisance,たいてい,mostly,探す,to search,応対,response,野望,ambition
宣教,religious mission,訳解,translating and explaining,講堂,auditorium,校長,principal,対等,equality,態勢,preparedness
大幅,big,筆記,(taking) notes,用事,tasks,ご馳走,feast,高等,highest,廃品,waste
次いで,next,だらし無い,loose,必要,necessary,ご存じ,knowing,最高,highest,廃業,business closure
大部,lengthy,転々,moving about,場合,case,両方,both,最初,first,廃宅,abandoned house
下位,low rank,霧,"fog, mist, spray",郊外,suburb,怖い,scary,初級,elementary,加工,processing
要因,main cause,茹でる,to boil,場所,place,運転手,driver,中級,intermediate,加熱,heating
配布,distribution,薄める,to dilute,用,task,男子,youth,以上,above,電柱,power poles
命中,a hit,濃い,"deep (colour, flavour)",会場,assembly hall,男の人,man,地震,earthquake,行列,procession
配置,arrangement,やかん,kettle,用意,preparation,成人,adult,列車,train,同居,living together
ゆとり,elbowroom,羊毛,wool,硬い,hard; ...,成績,results,感情,emotion,無料,free of charge
鉱業,mining industry,必需品,necessities,スーツ,suit,慎重,careful,流暢,fluency,資格,qualifications
鉱山,mine (ore),大通り,main street,スーツケース,suitcase,成長,growth,試験,test,価格,price
屋敷,residence,一定,fixed,必ず,always,気づく,to notice,時計,clock,差別,discrimination
大柄,large build,時速,speed,講義,lecture,寄付,contribution,家族,family,誤解,misunderstanding
エアメール,air mail,用途,use,だいたい,generally,医師,doctor,家畜,livestock,理解,understanding
遺跡,historic ruins,一通り,(in) general,尋ねる,to ask,汚染,pollution,税関,customs,判決,judgment
願書,application form,もともと,originally,起こす,to raise,向ける,to turn towards,広告,advertisement,意味,meaning
引用,quote,費用,cost,活用,application,利用,use,用事,business,信用,trust
快適,comfortable,適当,appropriate,適切,appropriate,適度,moderate,的確,precise,適応,adaptation
一応,just in case,反応,response,応援,support,応対,response,応用,application,対応,response
反対,opposite,対象,target,絶対,absolute,対策,countermeasures,対立,confrontation,対照,contrast
上等,superior,平等,equality,高等,high,等分,equal division,下等,subordinate,等閑,equivocation
最高,highest,高校,high school,高価,high value,高速,high speed,高度,advanced,高級,high class
最初,first,最近,recent,最後,last,最終,last,最低,minimum,最中,middle
初版,first edition,初級,elementary,初恋,first love,初日,first day,当初,initial,初期,early
学級,class,高級,high class,上級,advanced,階級,grade,同級,same class,等級,grade
中学,middle school,中古,used,年中,middle of the year,中央,central,夜中,at night,中立,neutral
以下,below,以内,within,以外,except,以前,before,以来,since,以降,after
地域,area,地球,earth,地下,underground,地方,region,地理,geography,墓地,cemetery
陳列,display,行列,procession,整列,alignment,列島,archipelago,参列,attendance,配列,array
感染,infection,感覚,sensation,共感,empathy,直感,intuition,感謝,thanks,感動,impressive
潮流,currents,支流,tributaries,漂流,drifting,上流,upstream,交流,exchange,流通,distribution
入試,admissions,試合,game,試練,trials,試食,tasting,試写,previews,試着,test fitting
計算,calculation,計画,plan,会計,accounting,計る,measure,合計,total,設計,design
作家,writer,家庭,home,家具,furniture,国家,nation,農家,farmers,家屋,house
大家,landlord,画家,painter,貸家,house for rent,家主,landlord,家計,household,家内,house
税金,taxes,関税,tariff,課税,taxation,免税,tax exemption,脱税,tax evasion,税率,tax rate
警告,warning,報告,report,告白,confession,申告,report,布告,proclamation,忠告,advice
講演,lecture,講堂,auditorium,講師,lecturer,休講,cancellation of classes,講習,training,聴講,listening
大雪,heavy snow,雪崩,avalanche,雪国,snow country,除雪,snow removal,降雪,snowfall,初雪,first snow
測定,measurement,安定,stability,定規,ruler,予定,schedule,定義,definition,設定,setting
勘定,account,決定,decision,定期,period,特定,specific,推定,presumption,指定,designation
安心,peace of mind,中心,center,良心,conscience,心配,concern,決心,determination,熱心,enthusiasm
心身,mind and body,用心,precaution,苦心,conscience,都心,city center,野心,ambition,肝心,seriousness
答案,answer,提案,suggestion,案外,unexpected,名案,good idea,法案,bill,議案,agenda
空想,fantasy,連想,reminiscence,予想,forecast,想像,imagination,思想,thought,感想,thoughts
幻想,illusion,回想,recollection,想定,assumption,仮想,virtual,夢想,dreaming,瞑想,meditation
発生,occurrence,開発,development,始発,initiation,活発,active,発育,development,再発,recurrence
発条,occurrence,発散,divergence,告発,accusation,発送,outpouring,発端,genesis,発注,ordering
摘発,revelation,啓発,enlightenment,発刊,publication,触発,tactile,連発,continuous,発給,issuance
奮発,stimulation,発動,development,発芽,germination,発汗,perspiration,発揮,manifestation,発病,onset of illness
上級,advanced,学級,classroom,初級,elementary,階級,class,下級,lower grade,級友,classmate
低級,low grade,中級,intermediate,一級,first level,二級,second class,級数,number of levels,降級,demotion
編集,editing,集合,assembly,集中,concentration,集会,assembly,全集,whole assembly,募集,recruitment
採集,collecting,特集,feature,群集,group,結集,gathering,召集,summons,集積,accumulation
選手,player,選挙,election,選択,selection,当選,election,選考,selection,選出,selection
改選,election,選定,selection,選抜,selection,選曲,music selection,抽選,lottery,選る,select
柔道,judo,道具,tools,道路,road,鉄道,railroad,歩道,sidewalk,道徳,morality
道順,order,書道,calligraphy,軌道,track,赤道,equator,茶道,tea ceremony,神道,shinto
作用,action,製作,production,豊作,harvest,原作,original work,工作,craft,凶作,bad harvest
方面,direction,方角,directions,方策,policy,他方,the other,方式,method,大方,most
古着,old clothes,水着,swimsuit,着実,steady,愛着,attachment,着用,wearing,着地,landing
現地,local,地元,local,心地,heartland,無地,no land,意地,intention,地図,map
地雷,mines,台地,plateau,地層,geological formation,当地,this place,団地,apartment complex,地面,ground
上場,listing,浴場,bathhouse,出場,place,戦場,battlefield,球場,stadium,砂場,sandbox
熱意,enthusiasm,好意,favor,意向,intention,意地,will,意欲,willingness,意欲,willingness
善意,good intentions,敵意,hostility,誠意,sincerity,意気,will,殺意,will to kill,辞意,resignation
公用,public use,用品,supplies,用件,business,私用,private use,兼用,combined use,有用,useful
食用,food,共用,common use,用地,site,常用,daily use,用具,tools,併用,used in conjunction with
物音,noise,物理,physics,実物,real thing,産物,products,物置,storeroom,物騒,noisy
是正,correction,正解,correct answer,正月,new year,矯正,correction,正装,formal wear,更正,correction
密売,trafficking,完売,selling out,専売,monopoly,即売,immediate sale,卸売,wholesale,販売,sale
発売,release,商売,commerce,売店,store,特売,special sale,購買,purchasing,競売,auction
好転,favorable change,転職,change of occupation,転送,transfer,転倒,fall over,横転,rollover,反転,reversal
転勤,transfer,転々,change of occupation,運転,driving,転ぶ,fall down,自転,self-rotation,移転,transfer
機転,turn of events,転向,change of direction,転入,transfer,動転,turning,転居,change of residence,転地,turning
空転,change of air,転身,change of occupation,転移,transfer,転化,turning,転進,moving,変転,change
図形,figure,図解,illustration,企図,plan,図星,diagram,製図,drafting,図版,drawing
図書,book,図鑑,illustration,不図,non-design,図表,chart,意図,intention,図る,figure
図式,diagram,系図,genealogy,図柄,pattern,略図,sketch,図体,figure,縮図,thumbnail
比較的,relatively,消極的,passive,先天的,congenital,経済的,economy,個人的,personal,社会的,social
自発的,spontaneous,世界的,global,効果的,effective,目的地,destination,保守的,conservative,定期的,regular
全面的,total,国際的,international,一時的,temporal,理想的,ideal,肉体的,physical,抽象的,abstract
致命的,fatal,根本的,fundamental,自動的,automatic,抜本的,heat and cool,物質的,materialistic,合法的,legal
教育的,educational,論理的,logical,決定的,decisive,合理的,reasonable,一方的,unilateral,文化的,cultural
建設的,constructive,印象的,impressive,本格的,full-scale,支配的,dominated,民主的,democratic,圧倒的,overwhelming
古典的,classical,必然的,inevitable,人道的,humanitarian,自主的,autonomous,意図的,intentional,実質的,practical
大々的,grandiose,記録的,documentary,慢性的,chronic,普遍的,universal,主体的,proactive,例外的,exceptional
立体的,three-dimensional,常識的,common sense,楽観的,optimistic,徹底的,thorough,社交的,sociable,実用的,practical
打算的,calculative,後天的,acquired,楽天的,optimistic,衛生的,hygienic,主観的,subjective,女性的,female
現実的,realistic,本質的,intrinsic,現実的,realistic,神秘的,mysterious,強制的,coercive,全国的,national
断面,cross-sectional,断行,assertion,切断,disconnected,不断,constant,断熱,adiabatic,断片,broken
一式,one set,挙式,ceremony,洋式,western,書式,bookish,新式,new style,数式,numerical
状態,state,状況,situation,症状,symptoms,白状,white,病状,medical conditions,異状,anomaly
好況,favorable situation,不況,recession,盛況,prosperity,活況,live,市況,market conditions,実況,actual situation
状態,state,事態,situation,状態,state,態勢,attitude,生態,ecology,失態,disorder
放映,broadcast,放題,subject,放浪,wandering,奔放,spontaneity,放水,water discharge,民放,release
作家,author,作品,work,作業,work,作曲,composition,作る,make,発作,creation
作成,created by,作法,technique,傑作,masterpiece,動作,action,作者,author,創作,creation
豊作,bumper crop,作用,action,原作,original work,工作,work,耕作,cultivation,凶作,foul play
閲覧,browse,校閲,review,観閲,review,親閲,kissing,査閲,review,閲兵,readers
過熱,overheating,過酷,harshness,過熱,overheating,過大,oversized,過敏,oversensitivity,一過,over
通過,passage,過失,negligence,過程,process,過剰,excessive,超過,overload,過労,overwork
側室,side room,側溝,gutter,敵側,the enemy,側転,side turning,窓側,window side,窓側,classical
著書,books,著す,notice,著作,writings,顕著,keyence,近著,recent work,編著,editing
特異,specific,異名,alias,異色,different,異質,heterogeneous,異例,exceptional,異様,different
設計,design,設定,setting,設備,equipment,設立,set up,施設,facility,設置,setup
設営,construction,新設,new construction,仮設,temporary,特設,special,常設,permanent,私設,private
気絶,fainting,絶縁,insulation,絶交,intersection,絶叫,absolute,絶食,fasting,絶世,the world
白熱,white heat,熱気,hot air,熱々,hot,熱望,enthusiasm,熱情,passion,熱風,hot wind
確り,sure,確か,certainty,正確,precise,確認,confirmation,確実,certainty,明確,clear
確定,confirmed,確立,establishment,確固,firm,確証,confirmation,当確,certainty,確執,exact
未完,unfinished,完熟,perfected,完訳,complete translation,完調,complete,完勝,complete victory,完遂,complete
発明,invented,説明,explanation,証明,proof,文明,civilization,明日,tomorrow,透明,transparent
不明,unknown,賢明,wise,明朗,clarity,明瞭,clear,表明,manifestation,失明,blind
釈明,clarification,弁明,explanation,解明,clarification,鮮明,bright,究明,study,明記,clearly remembered
製作,production,製造,manufacture,製法,manufacturing,製鉄,steel making,精製,refine,複製,reproduction
沿道,along the way,車道,roadway,地道,steady,坂道,sakamichi,道筋,path,道端,duan
筋道,pathway,道義,right of way,道草,path,小道,paths,水道,waterway,道具,dao
道徳,morality,歩道,sidewalk,報道,press,街道,street,片道,one way,書道,book road
神道,shinto,茶道,tea ceremony,国道,national road,剣道,kento,華道,flower path,近道,near road
勤務,work,夜勤,night shift,勤勉,diligence,出勤,attendance,勤め,work,転勤,turning
結晶,crystal,結果,result,結核,tuberculosis,結局,ending,結論,conclusion,結ぶ,kobu
結集,conclusion,連結,consolidation,結露,condensation,凍結,freeze,結末,conclusion,終結,ending
保険,insurance,保健,health,保護,protection,保守,conservative,保存,preservation,保つ,maintenance
要望,requests,要人,personnel,要因,factors,要請,requested,要旨,summary,要領,essentials
要職,employment,需要,demand,重要,important,必要,necessary,要る,need,肝要,liver
異端,heresy,異状,unusual,異性,isomerism,異論,iso,異議,objection,差異,difference
異質,heterogeneity,異例,unusual,異色,different colors,特異,peculiar,異名,objection,奇異,strange
途端,extraordinary,異端,heresy,先端,tip,極端,extreme,端的,short,道端,daoist
常時,constant,常習,common practice,常用,common use,正常,normal,通常,normal,日常,daily
経営,management,経つ,lapse,経度,longitude,神経,shingo,経験,experience,経済,economics
部品,parts,本部,headquarters,部分,part,警部,inspector,部長,director,学部,faculty
幹部,executive,部族,tribe,内部,interior,部門,division,部下,subordinate,一部,part
北部,north,部員,members,南部,southern part,後部,posterior,東部,eastern part,部署,department
増設,expansion,増発,increase,増額,increase,倍増,double increase,増水,increased water,急増,rapid increase
増資,capital increase,増産,increase production,増収,increase revenue,増益,increase,増員,more people,増殖,increase
視界,vision,視聴,viewing,軽視,neglect,視線,look,視力,sight,視察,inspection
減税,tax reduction,半減,half decrease,減少,decrease,減退,decline,激減,drastic decrease,低減,decline
減産,production reduction,減益,decrease,減点,decrease,減収,decrease in revenue,減反,reduction in the number of rebellions,減衰,decline
志望,aspiration,待望,anticipation,欲望,desire,要望,demand,有望,promising,絶望,despair
熱望,aspiration,願望,desire,羨望,envy,一望,single desire,嘱望,hope for the future,信望,trust
重体,heavy,態と,state and,状態,state,態々,willingly,実態,actual condition,失態,disappointment
廃物,waste,廃校,school closure,廃材,waste material,廃案,abolition,廃油,waste oil,廃屋,abandoned house
廃墟,ruins,廃絶,abolition,廃棄,waste,廃止,abolition,廃園,waste garden,廃駅,abandoned station
廃寺,abandoned temple,廃家,abandoned house,廃却,abolition,廃村,abolition of a village,廃り,waste,廃合,abandonment
加入,joining,参加,participation,加減,addition,追加,addition,付加,addition,増加,increase
加算,addition,加味,taking into account,加担,support,加重,addition,添加,addition,加圧,increase
電球,light bulb,電波,radio wave,電流,current,発電,power generation,電灯,electric light,電線,electric wire
発行,issued,行う,do,実行,execution,飛行,flight,通行,passage,行儀,line
同等,equivalent,同封,enclosed,同盟,alliance,同感,sympathy,一同,the same,同士,mutual
材料,materials,心地,feeling,構図,composition,有料,paid,心情,feelings,図示,illustration
資源,resources,原案,original idea,指図,instruction,出資,investment,案件,case,地図,map
体格,physique,発想,idea,絵図,drawing,格差,disparity,愛想,love,図説,illustration
点差,point difference,妄想,delusion,基本的,basic,小差,small difference,随想,thoughts,政治的,political
誤る,make a mistake,発足,idea,伝統的,traditional,錯誤,error,発声,vocalization,歴史的,historical
解く,solve,発覚,revelation,最終的,final,解答,solution,多発,multiple,対照的,contrastive
決議,resolution,挑発,provocation,批判的,critical,対決,confrontation,増発,increasing,国民的,national
得意,strengths,発明,invention,客観的,objective,意思,intention,発展,development,絶対的,absolute
使用,use,特級,special grade,創造的,creative,適用,application,同級,the same grade,現代的,contemporary
適性,aptitude,昇級,promotion,相対的,relative,適宜,suitability,進級,advancement,意識的,conscious
応急,emergency,収集,collection,人工的,artificial,相応,correspondence,集計,aggregate,倫理的,ethical
対処,response,集約,aggregation,悲観的,pessimistic,対等,equality,集る,aggregate,受動的,passive
等価,equivalent,再選,re-election,男性的,masculine,均等,equal,入選,honorable mention,魅力的,attractive
残高,balance,予選,qualifying,個性的,individualistic,高熱,high heat,選奨,recommendation,健康的,healthy
最善,the best,報道,press,禁断,forbidden,最新,latest,街道,street,即断,immediate
初代,first generation,国道,national roads,略式,short form,初陣,first team,近道,shortcut,軟式,soft
下級,lower class,耕作,cultivation,礼状,letter of thanks,中級,intermediate,自作,own work,惨状,disastrous
途中,middle,目方,eyes,現況,present condition,背中,back,平方,square,近況,recent situation
以て,by,一着,first place,容態,appearance,以後,after,薄着,light clothing,悪態,bad situation
地形,terrain,番地,number,放任,abandonment,農地,farmland,地名,place name,放免,dismissal
並列,parallel,地上,ground,作物,crops,系列,series,窮地,dire straits,作文,composition
感心,feeling,冬場,winter,制作,production,感想,impressions,夏場,summer,名作,masterpiece
電流,current,故意,intention,自作,own work,海流,ocean current,悪意,malice,新作,new works
模試,test,創意,originality,閲読,reading,追試,additional test,謝意,gratitude,閲す,review
余計,extra,商用,commercial,過信,overconfidence,統計,statistics,服用,appropriation,過疎,overpopulation
家出,running away from home,起用,appropriation,経過,transit,家賃,house rent,転用,diversion,過密,overcrowding
家業,family business,獲物,prey,側線,side line,実家,real house,禁物,no,両側,both sides
減税,tax reduction,正体,identity,共著,co-authorship,税制,tax system,正論,righteousness,名著,famous books
予告,notice,売る,sell,異状,anomaly,通告,notice,売買,buying and selling,異端,heresy
講座,course,売名,selling name,創設,creation,受講,courses,売値,selling price,開設,opening
新雪,new snow,転用,diversion,設問,question,雪道,snow road,転嫁,inversion,併設,attached
固定,fixed,転落,fall from grace,絶句,the last word,定年,retirement age,逆転,reversal,絶妙,exquisite
定価,list price,転出,rolling out,微熱,fever,定員,capacity,転機,turning point,灼熱,scorching
関心,interest,転石,changing stone,的確,precise,感心,admiration,側転,turning to the side,確信,certainty
団結,unity,入部,entry,確と,exactly,結合,join,大部,large part,確度,certainty
締結,conclusion,細部,small part,完結,conclusion,結う,bond,下部,lower part,完工,completion of work
確保,secure,増強,increase,声明,statement,保管,storage,増配,increased dividend,照明,lighting
要点,key point,増減,change,明治,meiji,要素,element,純増,net increase,判明,certainty
要塞,fortress,視点,point of view,明細,detailed,不要,unnecessary,重視,emphasis,明朝,tomorrow morning
驚異,wonders,減食,reduction of food,手製,handmade,異常,abnormal,減給,salary reduction,特製,special
異存,existence,減水,water reduction,修道,shudo,異彩,different color,減圧,pressure reduction,県道,prefectural road
発端,origin,失望,disappointment,柔道,judo,両端,both ends,切望,longing,道路,road
非常,emergency,望月,despair,道順,dojo,常識,common sense,望外,unwanted,軌道,track
経過,progress,容態,condition,道理,doctrine,経費,cost,悪態,abuse,山道,mountain road
全部,all,廃液,waste liquid,通勤,commuting,部屋,room,廃刊,decommissioning,勤続,service
加速,acceleration,廃線,waste line,電源,power supply,加盟,affiliation,廃炉,decommissioning,電卓,calculator
加点,add points,廃滅,ruin,行事,event,倍加,doubling,廃熱,waste heat,孝行,filial piety
低予算,low budget,低学年,low grade,低血圧,low blood pressure,低姿勢,low profile,低次元,trivial matter,低レベル,low level
好印象,good impression,好条件,favourable terms,好成績,good results,好景気,booming economy,好人物,good-nurtured person,好都合,convenient
悪条件,unfavourable conditions,悪趣味,bad taste,悪影響,bad influence,悪天候,bad weather,悪習慣,bad habit,悪循環,vicious cycle
悪知恵,crafty,悪酔い,drunken sickness,悪ふざけ,prank,ささいな,"trivial, petty",きっぱり,clearly,いやみ,sarcastic
だます,to trick,ばれる,to be expose,睨む,"to stare, glare",ばらす,to expose,気まずい,awkward,他人,"others, stranger"
名案,good idea,名作,masterpiece,名画,masterpiece painting,名曲,famous song,名所,famous place,名人,famous person
名産,local specialty,名医,good doctor,名文,famous literature,名著,great book,名声,fame,名場面,famos scene
稼ぐ,"to obtain, acquire",登録,registration,稼ぎ,earnings,知恵,wisdom,買い占める,buy up,稼業,occupation
熟練した,skilled,入手,acquisition,わずか,little,に連れて,"with, in proportion to",身につく,acquire,稼働率,operating rate
登山家,mountaineer,直接,direct,追加料金,additional charge,売り上げ,sales,圧倒的,overwhelming,生活,life
熟練,skill,得る,"earn, get",配達,delivery,収益,revenue,優勢,dominant,規則正しい,regular
稼働,operating,無しには,without,無料,free,投資,investment,劣勢,inferior,設計,"plan, design"
街路,streets,連なる,to have a connection,惣菜,side dish,惣菜,pork,結晶する,crystallisation,興奮,excitement
距離,"distance, range, gap",道のり,distance,隔たり,"distance, interval",遠く,far away,速度,speed,歩調,"pace, step"
緩急,"pace, tempo",足並み,"pace, step",足取り,stride,足元,at one's feet,歩幅,"step, pace, stride",気分転換,change of mood
早足,quick steps,歩き回る,to walk around,足早に,briskly (walk),幅,"width, breadth",横,"horizontal, side",間口,"frontage, width"
